Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0042,0.0032,-0.012,-0.01,0.0006
2q,-0.0082,0.0029,-0.016,-0.0191,0.0008
4q,-0.016,0.0019,-0.0234,-0.0417,0.0011
8q,-0.0305,0.0023,-0.0353,-0.0768,0.0016
12q,-0.0483,0.001,-0.0495,-0.1046,0.002
