Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-3.9,3.1,-91.0,-10.2,-462.1
2q,-20.4,0.1,-60.1,-9.1,-290.8
4q,-35.9,1.1,-44.6,-13.5,-197.3
8q,-42.0,-5.1,-36.0,-26.4,-120.8
12q,-50.5,4.5,-43.3,-51.4,-84.5
