Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.69,0.28,0.72,1.83,0.06
2q,1.0,0.27,1.08,2.37,0.09
4q,1.63,0.25,1.72,3.58,0.13
8q,2.1,0.27,2.86,4.44,0.18
12q,2.47,0.28,3.71,5.23,0.21
