Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0009,-0.001,-0.0014,-0.005,0.0001
2q,-0.0018,-0.0015,-0.0025,-0.0089,0.0002
4q,-0.0037,-0.0016,-0.0046,-0.0175,0.0004
8q,-0.0065,-0.0018,-0.0093,-0.0307,0.0011
12q,-0.012,-0.0019,-0.0146,-0.0451,0.0016
