Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.55,0.53,0.84,18.87,0.06
2q,0.94,0.52,1.33,16.29,0.09
4q,1.67,0.48,2.42,17.91,0.13
8q,2.64,0.49,3.56,19.66,0.17
12q,3.57,0.51,4.52,21.91,0.21
