Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.44,0.52,0.6,18.18,0.03
2q,0.74,0.5,0.83,18.9,0.06
4q,1.3,0.49,1.42,25.26,0.11
8q,2.46,0.49,2.51,50.45,0.16
12q,3.29,0.51,3.29,115.26,0.2
