Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0031,0.001,-0.0058,-0.0078,0.0004
2q,-0.005,0.0013,-0.0064,-0.0136,0.0006
4q,-0.0083,0.0011,-0.0159,-0.0265,0.0009
8q,-0.0108,0.0011,-0.0224,-0.0376,0.0016
12q,-0.0167,0.0013,-0.0306,-0.0606,0.0021
