Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.37,0.37,0.43,1.52,0.06
2q,0.71,0.31,0.8,2.49,0.08
4q,1.53,0.33,1.62,4.77,0.12
8q,3.09,0.31,3.46,9.57,0.13
12q,4.16,0.3,4.63,13.02,0.15
