Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.9,-0.0,0.3,6.9,-77.4
2q,1.4,14.5,9.3,9.0,-26.7
4q,-1.8,8.8,4.6,7.5,-2.6
8q,0.6,13.9,4.8,6.2,18.0
12q,2.0,19.4,6.7,6.8,28.3
