Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,28.0,2.7,23.1,8.0,4.6
2q,21.9,14.1,20.5,8.8,11.6
4q,7.2,9.8,10.1,5.1,13.2
8q,-9.5,12.2,-7.1,-1.0,25.6
12q,-15.8,22.8,-14.7,-3.6,31.4
