Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.36,0.37,0.44,1.63,0.03
2q,0.72,0.36,0.88,2.73,0.06
4q,1.51,0.36,1.7,5.16,0.11
8q,3.1,0.36,3.63,10.2,0.16
12q,4.24,0.38,4.96,13.98,0.2
