Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.0004,0.0025,-0.0015,0.0011,0.0004
2q,0.0022,0.0008,-0.0002,0.0051,0.0005
4q,0.006,0.0014,0.0039,0.013,0.0006
8q,0.0118,0.0013,0.0118,0.0289,0.0011
12q,0.0115,0.0009,0.0138,0.0341,0.0014
