Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-26.2,1.6,-24.2,-30.2,-84.1
2q,-11.9,0.5,-9.7,-8.3,-41.2
4q,-22.9,0.2,-78.8,-0.8,-18.4
8q,-11.0,-1.4,-35.9,2.3,-9.2
12q,-0.4,-0.3,-9.9,4.0,-1.8
