Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-8.2,-2.6,-18.3,1.5,-86.0
2q,-22.3,-4.2,-9.5,1.8,-41.6
4q,-14.5,-1.2,-2.2,1.7,-19.8
8q,-4.9,-0.8,6.4,3.5,-9.7
12q,-2.9,-1.9,8.9,4.9,-2.3
