Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,1.69,0.77,1.69,10.38,0.06
2q,2.89,0.57,2.86,13.23,0.08
4q,5.57,0.61,5.27,17.09,0.12
8q,9.81,0.6,9.9,26.28,0.13
12q,11.91,0.66,12.53,30.52,0.14
