Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,8.7,-1.0,7.0,0.7,3.3
2q,5.1,28.9,7.7,-0.2,10.9
4q,-2.8,22.5,2.7,-0.2,13.9
8q,-6.5,31.5,-3.4,-1.5,25.8
12q,-6.4,20.4,-3.8,-1.3,31.1
