Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,22.8,-6.2,7.2,7.3,-7.1
2q,34.5,-6.6,9.4,6.4,-37.1
4q,36.2,0.4,14.4,4.6,-84.4
8q,24.6,-0.8,19.2,6.4,-164.6
12q,10.8,-0.9,13.1,11.4,-167.3
