Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-31.1,-4.8,-15.9,-32.2,-88.9
2q,-12.3,1.2,-9.0,-7.7,-41.8
4q,-43.0,-4.7,-134.6,-2.4,-18.8
8q,-30.5,1.0,-69.7,0.5,-11.0
12q,-13.4,-0.9,-31.6,3.0,-4.9
