Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,11.9,-4.6,8.6,1.7,-7.1
2q,19.3,-3.0,12.4,2.5,-37.1
4q,18.1,-1.2,12.0,-2.8,-84.4
8q,6.4,0.0,7.7,-8.7,-164.6
12q,-2.7,-0.1,3.4,-11.7,-167.3
