Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0016,0.0066,-0.0087,0.0004,0.0005
2q,-0.0059,0.004,-0.0145,-0.0039,0.0006
4q,-0.0437,0.0047,-0.1076,-0.046,0.001
8q,-0.0939,0.0049,-0.1434,-0.0767,0.0016
12q,-0.1166,0.0064,-0.152,-0.1201,0.0021
