Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.69,1.15,1.06,3.07,0.03
2q,1.01,1.14,1.17,5.09,0.06
4q,1.28,1.19,1.44,6.96,0.11
8q,1.89,1.16,1.91,7.06,0.16
12q,2.39,1.08,2.46,7.9,0.2
