Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,14.5,-7.6,-56.3,-4.4,-88.6
2q,-0.4,-7.0,-25.3,-0.7,-59.8
4q,-19.2,-7.2,-2.9,0.6,-60.4
8q,-5.9,-1.8,6.0,-5.2,-100.1
12q,31.0,-3.5,12.4,0.2,-111.6
