Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.46,1.02,1.13,6.2,0.06
2q,0.99,1.07,1.73,7.6,0.1
4q,2.16,1.1,2.84,10.32,0.18
8q,3.3,1.11,4.61,11.5,0.32
12q,2.89,1.17,6.26,11.82,0.43
