Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0025,-0.0004,-0.0035,-0.0059,0.0004
2q,-0.0059,-0.0011,-0.0054,-0.0133,0.0006
4q,-0.0111,-0.0013,-0.0072,-0.0272,0.001
8q,-0.0193,-0.0012,-0.0107,-0.0464,0.0016
12q,-0.0262,-0.0004,-0.0141,-0.0643,0.002
