Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,9.4,1.6,14.1,2.9,2.3
2q,16.5,-50.9,24.2,5.6,7.1
4q,20.5,-39.3,32.0,10.8,12.6
8q,19.0,-35.5,23.6,8.7,24.4
12q,24.0,-23.7,21.1,10.1,28.6
