Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0012,-0.001,-0.0044,-0.0056,0.0004
2q,-0.0009,-0.0033,-0.0059,-0.0079,0.0005
4q,-0.0018,-0.0028,-0.0097,-0.0143,0.0006
8q,-0.0061,-0.0027,-0.0185,-0.0253,0.0012
12q,-0.0119,-0.0028,-0.0252,-0.0351,0.0014
