Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,1.1,1.02,1.26,2.63,0.06
2q,1.13,0.95,1.57,4.18,0.07
4q,1.54,0.96,2.49,6.31,0.08
8q,1.93,1.07,4.04,7.65,0.11
12q,2.27,1.28,4.88,8.22,0.13
