Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0014,0.0038,-0.0094,-0.0073,0.0005
2q,0.0012,-0.0012,-0.0077,-0.0101,0.0006
4q,0.0012,-0.0001,-0.0094,-0.0248,0.0008
8q,-0.0038,-0.0032,-0.0171,-0.0505,0.0011
12q,-0.0143,-0.0063,-0.0291,-0.0715,0.0013
