Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,3.6,-3.5,-0.8,1.8,-7.1
2q,7.4,-3.1,7.6,1.0,-37.1
4q,9.9,0.7,12.2,3.2,-84.4
8q,9.2,-0.4,7.5,7.6,-164.6
12q,6.3,-0.4,5.3,8.7,-167.3
