Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,1.2,-7.9,15.5,5.0,3.8
2q,19.2,3.0,27.0,7.1,16.4
4q,33.1,-3.7,29.0,12.5,27.6
8q,46.8,-6.3,23.0,20.9,35.0
12q,56.2,-37.5,24.3,26.9,35.7
