Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.57,0.58,0.74,2.85,0.03
2q,0.71,0.58,1.03,3.22,0.06
4q,1.1,0.59,1.52,4.37,0.11
8q,1.91,0.58,2.53,6.07,0.16
12q,2.72,0.61,3.48,8.98,0.2
