Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.67,0.58,1.19,3.13,0.06
2q,1.0,0.57,1.78,3.67,0.1
4q,1.59,0.6,2.86,5.12,0.18
8q,2.5,0.6,5.21,7.48,0.32
12q,3.59,0.62,7.64,10.75,0.42
