Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,2.9,0.1,-10.1,-0.4,-2.1
2q,7.2,4.1,-10.3,-0.1,-13.7
4q,14.3,1.7,-10.0,2.0,-36.5
8q,30.2,0.6,-6.5,10.7,-84.2
12q,34.9,-1.8,-4.0,14.8,-104.5
