Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0042,0.0023,-0.009,-0.0095,0.0005
2q,-0.0073,0.0026,-0.0144,-0.0171,0.0009
4q,-0.0118,0.0026,-0.0249,-0.0311,0.0016
8q,-0.0183,0.0028,-0.0478,-0.0625,0.0031
12q,-0.0288,0.0033,-0.0713,-0.0953,0.0042
