Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.91,0.96,1.11,9.02,0.03
2q,1.29,0.87,1.48,11.84,0.06
4q,2.0,0.88,1.97,12.52,0.11
8q,2.61,0.94,1.99,17.14,0.16
12q,3.44,0.97,2.02,20.08,0.2
