Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,1.02,1.0,1.89,8.68,0.06
2q,1.66,0.89,2.66,11.47,0.09
4q,2.7,0.97,4.06,12.96,0.13
8q,3.88,1.01,6.14,18.21,0.18
12q,5.03,1.04,8.38,20.95,0.21
