Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0033,0.0011,-0.0045,-0.0106,0.0004
2q,-0.0062,0.0022,-0.0085,-0.0151,0.0006
4q,-0.0122,0.0026,-0.0162,-0.0248,0.0009
8q,-0.0251,0.0059,-0.0338,-0.0497,0.0016
12q,-0.0405,0.0067,-0.0537,-0.0825,0.0021
