Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-3.0,3.3,-27.9,-12.3,-88.2
2q,-16.7,0.2,-53.9,-15.8,-39.9
4q,-29.2,-1.4,-71.0,-17.6,-19.5
8q,-36.8,-9.1,-98.2,-34.7,-7.3
12q,-65.9,-9.9,-150.9,-71.1,-5.5
