Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,14.1,-2.1,6.7,2.6,-2.4
2q,-0.5,-14.3,-0.2,2.4,-14.0
4q,-5.1,-0.4,-0.1,5.7,-36.6
8q,0.9,-14.4,1.0,-40.5,-89.1
12q,9.8,-26.3,-2.1,-123.2,-107.9
