Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.7,-19.9,-44.7,58.1,-88.5
2q,-17.7,-37.7,-29.5,61.8,-61.5
4q,-22.6,-33.2,-19.4,70.3,-62.6
8q,-23.2,-47.5,-10.2,73.8,-104.1
12q,-42.4,-46.4,-13.3,59.5,-111.8
