Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0009,0.0179,-0.013,0.0032,0.0005
2q,-0.0033,0.018,-0.0147,0.0036,0.0009
4q,-0.0057,0.0226,-0.0171,0.0061,0.0016
8q,-0.0159,0.0215,-0.0192,0.0199,0.0032
12q,-0.0419,0.024,-0.0371,0.0716,0.0043
