Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0011,0.0265,-0.0121,0.0015,0.0004
2q,-0.0023,0.0195,-0.0126,0.003,0.0006
4q,-0.0116,0.0237,-0.0217,-0.0024,0.0009
8q,-0.0363,0.0128,-0.0365,-0.0162,0.0016
12q,-0.061,0.0309,-0.0443,-0.0187,0.0021
