Country,Lag_-15,Lag_-14,Lag_-13,Lag_-12,Lag_-11,Lag_-10,Lag_-9,Lag_-8,Lag_-7,Lag_-6,Lag_-5,Lag_-4,Lag_-3,Lag_-2,Lag_-1,Lag_0,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,Lag_6,Lag_7,Lag_8,Lag_9,Lag_10,Lag_11,Lag_12,Lag_13,Lag_14,Lag_15
at,0.15625975486448646,0.12555255816661187,0.11210550379666616,0.13278661339765596,0.19344388162666723,0.26781178518122234,0.31777578760448244,0.35695478374985656,0.3444455964223865,0.3082565199884521,0.28769147526201566,0.2201592259738825,0.2170000108981407,0.2655281275030223,0.291765473984741,0.34375793479252603,0.31575012337463504,0.4952570162802793,0.6815896395315262,0.644041003533046,0.5753868192614485,0.47772480890105273,0.3768886218814346,0.2416674656768035,0.19818511865597951,0.246115133647078,0.3550385449072583,0.4383073590147048,0.4692264354575662,0.45609174840176175,0.46043295479118174
be,0.10153706435665041,0.09637441508514362,0.11796189182448245,0.16575957149392864,0.21473680703513368,0.27681046340985344,0.3216637778954966,0.3383047833155341,0.30649595733350127,0.30463091472172166,0.25803493912590586,0.21406011386540055,0.24003585669535082,0.2721644313005876,0.26551673615830024,0.21953999545045683,0.3538779067015882,0.49221253332730913,0.5979513184291295,0.5152723327557394,0.42971068180505095,0.31751903081987193,0.24500862673292315,0.2438382689492467,0.31332150600130526,0.342673025212952,0.44190694450814266,0.3971538374763239,0.28248656417564405,0.18270535173792554,0.09318222999743886
bg,0.09426812353075903,0.09778140661556893,0.10919509441926696,0.1313318598202322,0.15978287824779636,0.19743009416895738,0.24943096801696893,0.2875194741344461,0.32361245066976313,0.34387190805983653,0.31281040951203887,0.32867693398666287,0.2837938150473003,0.3156969921498718,0.3582658772883512,0.3803339869409584,0.37251103461284085,0.3726501701784594,0.3762458020550121,0.3550671627096038,0.41606508230436445,0.39840808482400003,0.359017185104013,0.28585037703088517,0.23357215051715635,0.22208682728013013,0.23778371225210926,0.26150391636199233,0.2726626117981005,0.2628124797034091,0.23772556049983906
cy,0.3301327376147177,0.39300187547115506,0.4134394067150914,0.406236326002328,0.37162470019802196,0.3198148211885518,0.2651199529332999,0.23117257411286393,0.23363530222130607,0.2318433076836198,0.23546896767905445,0.26184427310621256,0.3007021445266179,0.3142782489940641,0.2647984358932897,0.17216765462572314,0.35913357373706034,0.6137639585298569,0.7338286408553634,0.7121057287819529,0.631645263146543,0.5256667475429626,0.3978088557539891,0.2785120155498969,0.2124205317879286,0.19385810560171496,0.1926367264241762,0.2204838463268322,0.2589013579114779,0.260699628379546,0.2407301664421815
cz,0.11814093861111724,0.13476874874084416,0.1712353886835913,0.2399884512958783,0.289088847613106,0.31841806574978726,0.3579654701170729,0.36728774220319277,0.3579966158637301,0.33614412610238165,0.33387415774683876,0.2975032396278459,0.30728724985155126,0.3532625122987542,0.41976662939288384,0.5070714088626369,0.5927066279479821,0.584629574062206,0.574256117251776,0.44317272102378097,0.35365768051625496,0.3115894868867826,0.2731062888177665,0.26677364119361713,0.2693809096000323,0.284696518079231,0.32454402182234,0.3120165423456015,0.18386608707355648,0.11111726969599889,0.12663249092768644
dk,0.14047580820360617,0.14582413010511092,0.16356051169479185,0.17476189045852983,0.2150169674085533,0.2539174864335259,0.2830855760880299,0.2846968284912535,0.27239700458198557,0.32027090971633315,0.2759357994826457,0.22898181315697372,0.22026372957454726,0.26689710132178407,0.2981911682823221,0.4210282491746303,0.3293940093459733,0.5694490835027296,0.6512466147561315,0.6770253688946988,0.5862206702493331,0.4878111233648713,0.3945248887191263,0.27275322421827114,0.218447605982129,0.17054957144812108,0.18987287825995028,0.21939936556281703,0.2782192941003219,0.29793504756917033,0.2926428688557944
ee,0.08742308353109766,0.10425917093507758,0.16860547305848206,0.24648140698069418,0.3040646904050738,0.38141024459925144,0.44021049375672744,0.46519104993979965,0.4780998043691757,0.43938658124974445,0.3445897061444704,0.2692518928204345,0.22272940461920196,0.2542116875748757,0.2549961859570123,0.26932274650982607,0.476543986121345,0.7372970918564875,0.8416648471298648,0.8560051355413971,0.7549021447488538,0.6159774105953238,0.44077954697543426,0.25445500461291065,0.20031391012383698,0.2674087176894371,0.34198126995225275,0.37455488711570323,0.374507755227209,0.3440491953042965,0.2879169444316719
el,0.3014029535471331,0.3361084614959673,0.3673853279366474,0.366584018400371,0.3738663545621431,0.3632232405744172,0.35482397084121,0.3064185634324194,0.24052102639162637,0.23008494642682045,0.25700986090454764,0.29163402703824687,0.349488558383425,0.3911647806895207,0.3396292216155405,0.1879935177618919,0.4862794430487751,0.6420516333678448,0.6759175877986731,0.6710480574661076,0.7144920980772196,0.6280565263924888,0.5479831254489862,0.4636942785427762,0.3291901923580095,0.25226814083381355,0.16662372891168648,0.15531036150086794,0.2065236235626085,0.26369887292779143,0.33823851416519124
es,0.2719542335812717,0.2743761287137482,0.2696232149973931,0.2648697500078773,0.26764907229481,0.26342378932769467,0.24242916257486313,0.2372400902335822,0.2410390197554832,0.234669401767788,0.24790042821099276,0.29120006294310213,0.3476827215687318,0.3900291649954939,0.3714683472551772,0.30853761880221997,0.4859927092207298,0.5454398919149167,0.5481775670281511,0.5328638734511864,0.4088108803300463,0.33301359293722443,0.2725521677446545,0.2267218893746229,0.21857009325343732,0.24014668408923706,0.2649251287056258,0.28804214083032387,0.2931894442504929,0.286879166800129,0.25707687679480457
fi,0.09054070693005883,0.09746383216998167,0.11046928375708348,0.15141003854015023,0.18946089149064543,0.21110864467907078,0.2703441443502954,0.318960747175324,0.32022353845755724,0.3234120802355168,0.2805621224347365,0.23599937420484138,0.20053525561329308,0.2450943677892486,0.2809381073894937,0.3604402032349247,0.28636448540626097,0.5361254095879813,0.6581556366902136,0.6139767386857428,0.5018903835835936,0.36450160818757416,0.251781171180617,0.22203796893854888,0.3130591334054557,0.39252174114870364,0.4224734238400074,0.41584107299484235,0.2943658288881678,0.18621339559897243,0.10824586359963627
