Country,Lag_0,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,Lag_6,Lag_7,Lag_8,Lag_9,Lag_10,Lag_11,Lag_12,Lag_13,Lag_14,Lag_15,Lag_16,Lag_17,Lag_18,Lag_19,Lag_20
at,0.0,0.5555965507992301,0.5166661392870178,0.36838829715556065,0.21432450117385943,0.20489558498868893,0.30842748024406075,0.3985572927218116,0.45009339991341313,0.3611673623075153,0.2422873485574257,0.1911090612501544,0.13345986846966879,0.10793987597678337,0.15350258201688177,0.18183965641670582,0.11646999440020034,0.005829918188209705,0.0499400676014983,0.04222533507193754,0.05157480836833184
be,0.0,0.5614127240466089,0.5413538034449806,0.44404392774724005,0.28235544041319777,0.20663577957832652,0.2310068317809806,0.2874336252774119,0.28661766579593545,0.30061610698847335,0.2964883792722066,0.2730537600556914,0.23970893727550285,0.14681816198298708,0.07821073787694961,0.08660704891942866,0.06993214675551836,0.0034374658903695223,0.07373268956427591,0.129411997456294,0.14464687483374838
bg,0.0,0.4837926141401367,0.5754030735656651,0.4955267096814023,0.37596606940815885,0.3145784477383854,0.21612812079906804,0.2043433630564283,0.23564169210843358,0.2166999215573258,0.2617983796342754,0.23701480997538527,0.24644486768466692,0.22746543373257003,0.23158328276166315,0.1625064391640759,0.21347012170938423,0.1981571076557828,0.22269034474769825,0.24210972308726852,0.19885799659037462
cy,0.0,0.35548448496533186,0.20334158694885077,0.4242914936840195,0.19083568359070516,0.25179060224527305,0.21690003113594467,0.2744232285664453,0.20666999556041435,0.16618801843470646,0.15203617177731538,0.19344239538076838,0.1428707690785759,0.26224401088323973,0.13426936491830527,0.07209652611001109,0.07708768675607103,0.001267673499827962,0.1534645845034106,0.042662965261884345,0.19623867883935397
cz,0.0,0.6273640000626999,0.607315034906612,0.4429762283853291,0.24798215525843215,0.20452384526153994,0.3152438088089276,0.4049074292749578,0.46821563958617574,0.445888100789653,0.34036596208362646,0.29010508310201377,0.13786013634023891,0.11819434555058388,0.19649959715434845,0.26278600793056045,0.20204946362360818,0.12571229506728868,0.012139846427907188,0.07388164851496634,0.1999260240616065
dk,0.0,0.44765088968073574,0.6056806867029438,0.5662276785393778,0.39086626921172124,0.27199594119635634,0.20560923941961531,0.2050117506416856,0.31382391176922164,0.34293168845385064,0.38949894056293155,0.4015627513910188,0.3935291349722849,0.3184664865416151,0.2432951334251683,0.19901540146675223,0.07939532579229083,0.04020782597214872,0.0033173889915768633,0.028206055668125635,0.03335586033968626
ee,0.0,0.5217430461877405,0.522311018585968,0.3833979026075899,0.2893209711249809,0.2655673895697757,0.2200078060892626,0.19573957158482716,0.29945804732647324,0.35750911535346613,0.3386293707184088,0.38991272173749764,0.41752719329050697,0.36880327088259274,0.26822236132206456,0.1709708783207174,0.04679617129722464,0.050611454232563746,0.06700698114111192,0.10413745756906506,0.10057288077452785
el,0.0,0.5018123277569642,0.47681832645589045,0.3772025670418485,0.3355461404010335,0.2861962333359349,0.21339450418728675,0.2172197973910993,0.2124534780874488,0.1585329483774268,0.14539977952763855,0.14359980633000502,0.14778330701626943,0.16713175755423323,0.1408301973365718,0.10548774621562171,0.17685158626165884,0.19752359314886186,0.3600036245876915,0.3282533944329008,0.3578361374760461
es,0.0,0.6107999473176092,0.6626901344986935,0.6061158161193454,0.4717826989236283,0.32096224177047245,0.22056277858217715,0.1982673651647636,0.21456485600219846,0.21236043118565245,0.216872072520432,0.20464136908311212,0.18294196875333643,0.15143004017433495,0.126017303209236,0.13121802818060418,0.15928589522919823,0.1998530355969274,0.2968398909830202,0.3488448880761668,0.39738665216498187
fi,0.0,0.2843490478924542,0.4172069189783377,0.3330001813856519,0.30445143725184015,0.2132342665268025,0.2332029307428163,0.250242700964038,0.30758299411045237,0.2944727317362865,0.2530416912279033,0.18088023833114075,0.20250526920150333,0.09637153293237731,0.09316182077555168,0.07319107179592473,0.04835186471894861,0.007377419992749649,0.004041299265820889,0.021548286140661097,0.046005303387026256
