Country,Lag_-15,Lag_-14,Lag_-13,Lag_-12,Lag_-11,Lag_-10,Lag_-9,Lag_-8,Lag_-7,Lag_-6,Lag_-5,Lag_-4,Lag_-3,Lag_-2,Lag_-1,Lag_0,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,Lag_6,Lag_7,Lag_8,Lag_9,Lag_10,Lag_11,Lag_12,Lag_13,Lag_14,Lag_15
at,0.11450689965015325,0.09643247842946745,0.13887590890627766,0.21173338866513203,0.2678322899349735,0.333547678818111,0.3727135277920537,0.3877377073385208,0.29905374546425717,0.24084815589960212,0.1924949743583229,0.29495383489907506,0.4451466269792171,0.39305103361278915,0.2731774315939827,1.3613577311636047e-16,0.2731774315939827,0.39305103361278915,0.4451466269792171,0.29495383489907506,0.1924949743583229,0.24084815589960212,0.29905374546425717,0.3877377073385208,0.3727135277920537,0.333547678818111,0.2678322899349735,0.21173338866513203,0.13887590890627766,0.09643247842946745,0.11450689965015325
be,0.08795214589734954,0.09128019129903335,0.11719933912536112,0.15207528395208736,0.174904204125047,0.23560457926954906,0.2699719685203819,0.2772180444479016,0.25186854619586413,0.23789428030591148,0.20031621763348503,0.22462581943442653,0.3074227807344645,0.33394218248260465,0.26348937709011666,2.7400410925604457e-16,0.26348937709011666,0.33394218248260465,0.3074227807344645,0.22462581943442653,0.20031621763348503,0.23789428030591148,0.25186854619586413,0.2772180444479016,0.2699719685203819,0.23560457926954906,0.174904204125047,0.15207528395208736,0.11719933912536112,0.09128019129903335,0.08795214589734954
bg,0.13669591174787546,0.1727086161326055,0.18991945418928807,0.18851737695054252,0.1561292675689427,0.17211034534104888,0.1904835135064268,0.247300721836579,0.22944334445889045,0.23748277254490635,0.21196357554914766,0.18234119278013933,0.29980246812055944,0.3701422988139312,0.2974938827318018,1.4031573927618211e-16,0.2974938827318018,0.3701422988139312,0.29980246812055944,0.18234119278013933,0.21196357554914766,0.23748277254490635,0.22944334445889045,0.247300721836579,0.1904835135064268,0.17211034534104888,0.1561292675689427,0.18851737695054252,0.18991945418928807,0.1727086161326055,0.13669591174787546
cy,0.21916064113194725,0.28130724087913983,0.2949463111906042,0.26332977220530307,0.25047665800424246,0.24091509949379414,0.21462378396851747,0.20373354285779,0.24080647029458851,0.26980009765736285,0.3396597483203704,0.41480647889398525,0.4197518674521365,0.37393605123355217,0.28708867152967976,1.8967438245886966e-16,0.28708867152967976,0.37393605123355217,0.4197518674521365,0.41480647889398525,0.3396597483203704,0.26980009765736285,0.24080647029458851,0.20373354285779,0.21462378396851747,0.24091509949379414,0.25047665800424246,0.26332977220530307,0.2949463111906042,0.28130724087913983,0.21916064113194725
cz,0.13468632688218068,0.16931905578130488,0.21818947503047453,0.28529398344347506,0.2772765142241675,0.23673961809380054,0.21261083515034324,0.2138421948214636,0.23198992648311623,0.25328572279088246,0.29359592488706093,0.39182358182416666,0.47434823290945066,0.44731476852584967,0.3700000468658211,2.7682124405232365e-16,0.3700000468658211,0.44731476852584967,0.47434823290945066,0.39182358182416666,0.29359592488706093,0.25328572279088246,0.23198992648311623,0.2138421948214636,0.21261083515034324,0.23673961809380054,0.2772765142241675,0.28529398344347506,0.21818947503047453,0.16931905578130488,0.13468632688218068
dk,0.2201411009562191,0.23123823820690936,0.21179416241008667,0.22780439414614206,0.2543217425700045,0.2085125016519089,0.22903600816358904,0.2098405076641973,0.23176525219559876,0.22799994406141813,0.23095011869194387,0.26950539375211496,0.40279379097365337,0.4203948079189574,0.3126822896421285,1.3569042069483745e-16,0.3126822896421285,0.4203948079189574,0.40279379097365337,0.26950539375211496,0.23095011869194387,0.22799994406141813,0.23176525219559876,0.2098405076641973,0.22903600816358904,0.2085125016519089,0.2543217425700045,0.22780439414614206,0.21179416241008667,0.23123823820690936,0.2201411009562191
ee,0.26244604525901577,0.3557756651695939,0.4203217864338175,0.4518850036980782,0.46455657989780375,0.4462200640526397,0.39286397654738864,0.30566580851200686,0.2292031716351861,0.24359806422145067,0.3666772976627624,0.5045558316603568,0.636870004117094,0.6656646209582888,0.5152139769272776,1.850636027645334e-16,0.5152139769272776,0.6656646209582888,0.636870004117094,0.5045558316603568,0.3666772976627624,0.24359806422145067,0.2292031716351861,0.30566580851200686,0.39286397654738864,0.4462200640526397,0.46455657989780375,0.4518850036980782,0.4203217864338175,0.3557756651695939,0.26244604525901577
el,0.3092643047327946,0.3163081114283871,0.31584890872981825,0.3097683990145394,0.2518734101672962,0.22199023244880545,0.1982706609877047,0.21025273481200085,0.26392375789140887,0.3727396278383259,0.47487777112406543,0.5292320464401724,0.6058640548760557,0.6071201954849481,0.44565710747796033,1.3560929039120483e-16,0.44565710747796033,0.6071201954849481,0.6058640548760557,0.5292320464401724,0.47487777112406543,0.3727396278383259,0.26392375789140887,0.21025273481200085,0.1982706609877047,0.22199023244880545,0.2518734101672962,0.3097683990145394,0.31584890872981825,0.3163081114283871,0.3092643047327946
es,0.23557159154849364,0.25255994149940963,0.26503681959623554,0.27215655889361146,0.27184047367907266,0.25606774348498773,0.2285678002116771,0.21208247413138656,0.22121297813235904,0.2493737598401891,0.3115054581620075,0.38654072274976664,0.43069265439509674,0.4025289375697012,0.32280098493569387,1.362165898483919e-16,0.32280098493569387,0.4025289375697012,0.43069265439509674,0.38654072274976664,0.3115054581620075,0.2493737598401891,0.22121297813235904,0.21208247413138656,0.2285678002116771,0.25606774348498773,0.27184047367907266,0.27215655889361146,0.26503681959623554,0.25255994149940963,0.23557159154849364
fi,0.09345673154854288,0.11483767441179422,0.15346518784120036,0.25031383666826035,0.28605782300970173,0.30711495997898186,0.3359126665593218,0.35074709674775484,0.2891070995812907,0.21980793629385156,0.21495958870169735,0.33473431652489277,0.49257365429281746,0.488227002449081,0.36744895574299596,1.3629735866061705e-16,0.36744895574299596,0.488227002449081,0.49257365429281746,0.33473431652489277,0.21495958870169735,0.21980793629385156,0.2891070995812907,0.35074709674775484,0.3359126665593218,0.30711495997898186,0.28605782300970173,0.25031383666826035,0.15346518784120036,0.11483767441179422,0.09345673154854288
hu,0.09734496272905298,0.10141123665756427,0.10847509582256175,0.12423151179811338,0.14725143099022986,0.17128281041099291,0.19434397750789506,0.2212606746675463,0.22678391295766465,0.21777771171577995,0.21745331010131191,0.24232730618433332,0.2888093343577306,0.30382294594590364,0.24000213720434174,1.3869855376295926e-16,0.24000213720434174,0.30382294594590364,0.2888093343577306,0.24232730618433332,0.21745331010131191,0.21777771171577995,0.22678391295766465,0.2212606746675463,0.19434397750789506,0.17128281041099291,0.14725143099022986,0.12423151179811338,0.10847509582256175,0.10141123665756427,0.09734496272905298
it,0.09123533809622184,0.14277907295349623,0.20159629224147438,0.25749879847931606,0.30341148557918035,0.3363918430299091,0.36136011953762337,0.348611378635565,0.2918073604082597,0.24782201112052724,0.20689422099315247,0.28725531038441615,0.41246426330289876,0.4628881983299991,0.40429864226961537,2.6653198994298823e-16,0.40429864226961537,0.4628881983299991,0.41246426330289876,0.28725531038441615,0.20689422099315247,0.24782201112052724,0.2918073604082597,0.348611378635565,0.36136011953762337,0.3363918430299091,0.30341148557918035,0.25749879847931606,0.20159629224147438,0.14277907295349623,0.09123533809622184
lv,0.3959755865052508,0.47949331502038606,0.5419889452542241,0.5669111673560893,0.5521958579197753,0.4771455400080752,0.36623291904565725,0.24764563409328086,0.22769313371185493,0.3371828683332279,0.48725325772352146,0.6595043511157583,0.7461182971456027,0.7236256682280877,0.518185803474981,1.7855641843709987e-16,0.518185803474981,0.7236256682280877,0.7461182971456027,0.6595043511157583,0.48725325772352146,0.3371828683332279,0.22769313371185493,0.24764563409328086,0.36623291904565725,0.4771455400080752,0.5521958579197753,0.5669111673560893,0.5419889452542241,0.47949331502038606,0.3959755865052508
nl,0.12566304250159704,0.15614071713164168,0.16778723456907918,0.20053811901683805,0.2440541690950944,0.2779770234024485,0.29883485881877386,0.29773992050816184,0.24197129929719247,0.21807770880361782,0.2103114272279067,0.30197988121421093,0.4278800980541855,0.41191069518206785,0.3027853589924422,1.8257901305695316e-16,0.3027853589924422,0.41191069518206785,0.4278800980541855,0.30197988121421093,0.2103114272279067,0.21807770880361782,0.24197129929719247,0.29773992050816184,0.29883485881877386,0.2779770234024485,0.2440541690950944,0.20053811901683805,0.16778723456907918,0.15614071713164168,0.12566304250159704
