Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-25.8,-1.5,-49.7,-3.9,-86.8
2q,-25.3,1.9,-63.6,14.1,-60.9
4q,-22.1,-3.3,-97.0,29.9,-64.0
8q,-7.9,0.6,-68.7,61.4,-101.6
12q,-4.3,-0.3,-54.9,81.4,-109.4
