Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.8,0.0,-6.8,-0.1,-1.5
2q,2.0,6.0,-1.6,0.3,-13.7
4q,5.2,-4.3,-15.4,1.1,-38.3
8q,-0.6,-0.2,-18.8,0.9,-87.1
12q,4.1,0.3,-12.6,2.2,-104.1
