Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.56,0.53,0.9,18.89,0.06
2q,0.92,0.49,1.35,16.24,0.1
4q,1.59,0.5,2.79,17.71,0.18
8q,2.66,0.49,4.23,19.49,0.32
12q,3.43,0.51,5.09,21.44,0.42
