Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.5,-0.9,2.3,1.3,-7.1
2q,-0.8,1.0,-5.2,8.2,-37.1
4q,-0.7,1.8,-2.3,23.1,-84.4
8q,-0.4,-0.2,-1.2,56.2,-164.6
12q,-0.2,-0.4,-0.3,77.5,-167.3
