Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-1.4,-12.5,-20.3,0.0,-82.0
2q,3.0,-0.7,-10.6,3.0,-36.6
4q,4.6,-7.2,-1.2,-0.3,-19.6
8q,20.0,-13.5,24.0,2.1,-4.9
12q,20.2,-6.4,31.7,2.7,-0.4
