Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0021,-0.0006,-0.0064,-0.0064,0.0004
2q,-0.0036,-0.0006,-0.0084,-0.0088,0.0006
4q,-0.0091,-0.0002,-0.0129,-0.0156,0.0009
8q,-0.0191,-0.0001,-0.0205,-0.0333,0.0016
12q,-0.0327,0.0006,-0.03,-0.0512,0.002
