Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.84,0.36,1.12,2.23,0.03
2q,1.19,0.36,1.31,3.08,0.06
4q,2.2,0.37,2.07,4.76,0.11
8q,4.33,0.38,3.56,8.24,0.16
12q,6.25,0.35,5.13,11.31,0.2
