Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,1.14,1.23,1.7,40.07,0.06
2q,2.35,1.23,2.57,34.56,0.08
4q,4.7,2.37,5.74,32.21,0.12
8q,9.78,2.94,10.39,45.73,0.13
12q,Inf,5.7,Inf,58.19,0.15
