Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,1.09,1.19,1.67,35.0,0.03
2q,2.21,1.22,2.83,32.91,0.06
4q,4.62,1.28,5.29,37.73,0.11
8q,9.85,1.36,10.17,45.52,0.16
12q,14.43,1.45,14.66,60.02,0.2
