Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-26.3,-17.0,-43.4,4.6,-90.5
2q,-17.8,-25.1,-18.1,-0.6,-46.1
4q,-18.3,-20.6,-20.9,1.7,-19.2
8q,-27.1,-0.3,-34.7,9.7,-11.9
12q,-6.2,-41.3,-37.7,24.6,-4.8
