Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.0025,0.0038,0.0021,0.0021,0.0001
2q,0.0046,0.0047,0.0043,0.0053,0.0002
4q,0.0082,0.0055,0.0106,0.0122,0.0004
8q,0.0141,0.0067,0.0173,0.0475,0.0011
12q,0.0265,0.0072,0.0278,0.1206,0.0016
