Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,4.11,1.63,2.17,48.43,0.06
2q,5.76,1.58,2.62,33.56,0.09
4q,9.07,1.63,3.7,46.6,0.13
8q,15.33,1.65,5.55,55.13,0.17
12q,22.34,1.6,7.25,61.69,0.21
