Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.45,0.23,0.53,0.85,0.06
2q,0.71,0.22,0.81,1.45,0.09
4q,1.2,0.22,1.22,2.5,0.13
8q,1.79,0.22,1.99,4.18,0.17
12q,2.38,0.24,2.77,5.73,0.2
