Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,1.1,7.7,14.0,5.2,-9.9
2q,1.5,9.5,19.5,5.7,-40.2
4q,1.2,4.0,17.9,7.0,-89.5
8q,0.0,0.4,10.3,6.3,-174.6
12q,-1.3,0.0,6.6,1.8,-179.1
