Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-144.3,-1.8,-1.7,-16.1,-86.8
2q,-117.7,4.9,0.4,-22.8,-37.1
4q,-55.4,-3.4,14.0,-21.4,-20.7
8q,-22.2,-1.4,18.8,-14.9,-6.0
12q,-17.4,-8.4,17.0,-9.1,-0.4
