Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-32.3,0.9,-42.2,-3.7,-85.3
2q,-27.2,-5.6,-52.5,14.1,-42.8
4q,-69.2,-3.6,-312.7,28.4,-15.1
8q,-51.7,-2.7,-193.9,60.1,-5.5
12q,-46.3,-5.5,-154.2,80.3,-1.6
