Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.002,0.0098,-0.0118,-0.0025,0.0004
2q,0.0007,0.0013,-0.011,0.0002,0.0004
4q,-0.0032,0.0051,-0.0199,0.0004,0.0006
8q,-0.0178,0.0041,-0.0431,0.0079,0.0011
12q,-0.0425,0.0019,-0.07,0.0011,0.0014
