Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.003,-0.001,-0.007,-0.0076,0.0005
2q,-0.0052,-0.0016,-0.0123,-0.0127,0.0009
4q,-0.0063,-0.0015,-0.0203,-0.0198,0.0016
8q,-0.0004,-0.0018,-0.0273,-0.0198,0.0031
12q,0.0037,-0.0018,-0.0277,-0.0193,0.0041
