Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-3.6,0.9,-13.0,-2.0,-3.0
2q,-1.2,2.8,-24.2,-3.2,-16.7
4q,8.7,-2.5,-24.8,3.1,-35.7
8q,14.3,-0.2,-5.2,15.0,-79.0
12q,29.6,8.1,13.2,28.6,-102.0
